,Paper,Title,Supporting.Table,Column,Gene.Set.Size,Overlap,Odds,P.Value,Adj.P.Value
518,PMC9122264,Multimodal profiling of lung granulomas in macaques reveals cellular correlates of tuberculosis control,mmc5.xlsx,SRRM2-Gene_ID,1187,131,2.37,2.58e-21,3.23e-18
519,PMC8097053,Single-Cell RNA Sequencing Reveals Tissue Compartment-Specific Plasticity of Mycosis Fungoides Tumor Cells,Table_8.xlsx,Cluster_TC-1_skin_vs_PBMC-Unnamed_0,731,97,2.85,2.64e-21,3.30e-18
520,PMC8020982,Long non-coding RNAs (lncRNAs) NEAT1 and MALAT1 are differentially expressed in severe COVID-19 patients: An integrated single cell analysis,media-5.xlsx,bal_NK-Unnamed_0,1202,132,2.36,2.73e-21,3.40e-18
521,PMC8746747,Long non-coding RNAs (lncRNAs) NEAT1 and MALAT1 are differentially expressed in severe COVID-19 patients: An integrated single-cell analysis,pone.0261242.s009.xlsx,bal_NK-Unnamed_0,1202,132,2.36,2.73e-21,3.40e-18
522,PMC8671562,Single cell analysis of spondyloarthritis regulatory T cells identifies distinct synovial gene expression patterns and clonal fates,42003_2021_2931_MOESM6_ESM.xlsx,Sheet1-Enriched_genes_per_cluster_selected_among_those_expressed_in_at_least_10_of_the_cells_belonging_to_each_cluster_and_with_a_log_fold_change_0_1,1466,150,2.20,3.01e-21,3.74e-18
523,PMC8748675,Single-cell analysis of human primary prostate cancer reveals the heterogeneity of tumor-associated epithelial cell states,41467_2021_27322_MOESM3_ESM.xlsx,PCa_signature-T-cell,162,43,5.70,3.13e-21,3.88e-18
524,PMC7966680,Identifying CNS-colonizing T cells as potential therapeutic targets to prevent progression of multiple sclerosis,mmc2.xlsx,T09_markers_-_CD4mem-down,1898,178,2.02,3.17e-21,3.92e-18
525,PMC7049906,Tissue alarmins and adaptive cytokine induce dynamic and distinct transcriptional responses in tissue-resident intraepithelial cytotoxic T lymphocytes,mmc16.xlsx,IFNB_Epi__-_NA-SYMBOL,1408,146,2.23,3.32e-21,4.10e-18
526,PMC7897802,"Single-cell analysis shows that adipose tissue of persons with both HIV and diabetes is enriched for clonal, cytotoxic, and CMV-specific CD4+ T cells",mmc6.xlsx,Table_S5_-_Related_to_Fig_6-Unnamed_2,659,91,2.97,3.37e-21,4.14e-18
527,PMC7897802,"Single-cell analysis shows that adipose tissue of persons with both HIV and diabetes is enriched for clonal, cytotoxic, and CMV-specific CD4+ T cells",mmc6.xlsx,Table_S5_-_Related_to_Fig_5-Unnamed_2,659,91,2.97,3.37e-21,4.14e-18
528,PMC7704697,A molecular cell atlas of the human lung from single cell RNA sequencing,NIHMS1624031-supplement-1624031_Supp_Tab4.xlsx,Cluster_38-CD4_Memory_Effector_T,304,59,4.17,3.37e-21,4.14e-18
529,PMC4993001,Comprehensive analyses of tumor immunity: implications for cancer immunotherapy,13059_2016_1028_MOESM2_ESM.xlsx,Sheet1-Gene_Symbol,1234,134,2.33,3.51e-21,4.31e-18
530,PMC7049906,Tissue alarmins and adaptive cytokine induce dynamic and distinct transcriptional responses in tissue-resident intraepithelial cytotoxic T lymphocytes,mmc16.xlsx,IFNB_Epi__-_NA-ENSEMBL,1409,146,2.23,3.55e-21,4.34e-18
531,PMC9103331,Single-cell landscape of immunocytes in patients with extrahepatic cholangiocarcinoma,12967_2022_3424_MOESM4_ESM.xlsx,20-gene,461,74,3.45,3.57e-21,4.36e-18
532,PMC8017342,Transcriptome and IgH Repertoire Analyses Show That CD11chi B Cells Are a Distinct Population With Similarity to B Cells Arising in Autoimmunity and Infection,Data_Sheet_1.XLSX,Data_file_S10-Unnamed_4,2456,212,1.86,3.65e-21,4.45e-18
533,PMC8746747,Long non-coding RNAs (lncRNAs) NEAT1 and MALAT1 are differentially expressed in severe COVID-19 patients: An integrated single-cell analysis,pone.0261242.s009.xlsx,bal_CD8_Memory_T-Unnamed_0,916,111,2.60,3.69e-21,4.48e-18
534,PMC8020982,Long non-coding RNAs (lncRNAs) NEAT1 and MALAT1 are differentially expressed in severe COVID-19 patients: An integrated single cell analysis,media-5.xlsx,bal_CD8_Memory_T-Unnamed_0,916,111,2.60,3.69e-21,4.48e-18
535,PMC7186229,Single-cell RNA sequencing reveals the heterogeneity of liver-resident immune cells in human,41421_2020_157_MOESM2_ESM.xlsx,S3-NK_T_DEG-gene,1636,161,2.12,3.79e-21,4.59e-18
536,PMC7738879,Phosphoproteomics identify arachidonic-acid-regulated signal transduction pathways modulating macrophage functions with implications for ovarian cancer,thnov11p1377s2.xlsx,S3-Gene_names,2440,211,1.86,3.80e-21,4.59e-18
537,PMC9103331,Single-cell landscape of immunocytes in patients with extrahepatic cholangiocarcinoma,12967_2022_3424_MOESM4_ESM.xlsx,11-gene,230,51,4.77,3.85e-21,4.65e-18
538,PMC9452296,"Non-viral, specifically targeted CAR-T cells achieve high safety and efficacy in B-NHL",41586_2022_5140_MOESM8_ESM.xlsx,IP_vs_D7D12-Supplementary_Table_13_Differentially_expressed_genes_in_CD8_CAR_T_cells_between_different_samples_before_and_after_infusion,1025,119,2.50,3.94e-21,4.75e-18
539,PMC10514084,Sézary syndrome originates from heavily mutated hematopoietic progenitors,BLOODA_ADV-2022-008562-mmc3.xlsx,Effector-gene,710,95,2.88,3.95e-21,4.75e-18
540,PMC10011423,Placental cell type deconvolution reveals that cell proportions drive preeclampsia gene expression differences,42003_2023_4623_MOESM5_ESM.xlsx,Fetal_Natural_Killer_T_Cells-Gene,451,73,3.48,4.10e-21,4.92e-18
541,PMC9800604,Dissecting CD8+ T cell pathology of severe SARS-CoV-2 infection by single-cell immunoprofiling,Table_4.xlsx,subcluster_3_severe_vs_healthy-CD16_CD8_TEMRA_3_severe_vs_healthy,1067,122,2.46,4.15e-21,4.97e-18
542,PMC3637864,Dynamic regulatory network controlling Th17 cell differentiation,NIHMS442948-supplement-5.xls,Intermediate-Gene,865,107,2.66,4.38e-21,5.24e-18
543,PMC7897802,"Single-cell analysis shows that adipose tissue of persons with both HIV and diabetes is enriched for clonal, cytotoxic, and CMV-specific CD4+ T cells",mmc6.xlsx,Table_S5_-_Related_to_Fig_5-Unnamed_16,650,90,2.98,4.73e-21,5.64e-18
544,PMC7897802,"Single-cell analysis shows that adipose tissue of persons with both HIV and diabetes is enriched for clonal, cytotoxic, and CMV-specific CD4+ T cells",mmc6.xlsx,Table_S5_-_Related_to_Fig_6-Unnamed_16,650,90,2.98,4.73e-21,5.64e-18
545,PMC8785981,Prognostic Autophagy-Related Model Revealed by Integrating Single-Cell RNA Sequencing Data and Bulk Gene Profiles in Gastric Cancer,Table10.XLSX,TableS10-Unnamed_1,346,63,3.91,4.78e-21,5.69e-18
546,PMC9701038,Proteogenomic insights into the biology and treatment of pancreatic ductal adenocarcinoma,13045_2022_1384_MOESM25_ESM.xlsx,Table_S3D-Gene,2378,207,1.87,4.86e-21,5.77e-18
547,PMC9396248,Intestinal single-cell atlas reveals novel lymphocytes in pigs with similarities to human cells,LSA-2022-01442_TableS4.xlsx,topic_DGE-Gene,1210,132,2.34,4.93e-21,5.84e-18
548,PMC7823074,Impact of Intermediate Hyperglycemia and Diabetes on Immune Dysfunction in Tuberculosis,ciaa751_suppl_supplementary_table_3.xlsx,Down-reg_in_IH-TB-Gene_Symbol,1890,177,2.01,4.97e-21,5.88e-18
549,PMC9288051,Super-enhancer profiling identifies novel critical and targetable cancer survival gene LYL1 in pediatric acute myeloid leukemia,13046_2022_2428_MOESM6_ESM.xlsx,Super_enhancers_in_B-ALL1-OVERLAP_GENES,241,52,4.64,5.78e-21,6.83e-18
550,PMC5908249,Loss of Dnmt3a Immortalizes Hematopoietic Stem Cells In Vivo,NIHMS958971-supplement-4.xlsx,Canyon-gene,2399,208,1.86,6.03e-21,7.11e-18
551,PMC10060186,Predictive and Prognostic Implications of Circulating CX3CR1+ CD8+ T Cells in Non–Small Cell Lung Cancer Patients Treated with Chemo-Immunotherapy,crc-22-0383-s01.xlsx,Table_S4-Supplementary_Table_4_Related_to_Fig_2_and_supplementary_Fig_5,817,103,2.71,6.44e-21,7.58e-18
552,PMC8020982,Long non-coding RNAs (lncRNAs) NEAT1 and MALAT1 are differentially expressed in severe COVID-19 patients: An integrated single cell analysis,media-5.xlsx,bal_Treg-Unnamed_0,964,114,2.54,7.07e-21,8.29e-18
553,PMC8746747,Long non-coding RNAs (lncRNAs) NEAT1 and MALAT1 are differentially expressed in severe COVID-19 patients: An integrated single-cell analysis,pone.0261242.s009.xlsx,bal_Treg-Unnamed_0,964,114,2.54,7.07e-21,8.29e-18
554,PMC7721904,Global immune characterization of HBV/HCV-related hepatocellular carcinoma identifies macrophage and T-cell subsets associated with disease progression,41421_2020_214_MOESM2_ESM.xlsx,2_NK_cells-Gene,618,87,3.03,7.59e-21,8.88e-18
555,PMC8728943,Integrative blood-derived epigenetic and transcriptomic analysis reveals the potential regulatory role of DNA methylation in ankylosing spondylitis,13075_2021_2697_MOESM3_ESM.xlsx,supplementary_data_S1-Unnamed_10,2010,184,1.97,7.85e-21,9.18e-18
556,PMC10514084,Sézary syndrome originates from heavily mutated hematopoietic progenitors,BLOODA_ADV-2022-008562-mmc3.xlsx,MF_Effector-gene,718,95,2.84,8.76e-21,1.02e-17
557,PMC10272561,Uncovering neuroinflammation-related modules and potential repurposing drugs for Alzheimer's disease through multi-omics data integrative analysis,Table_4.XLSX,Supplementary_Table_4-gene,693,93,2.88,8.79e-21,1.02e-17
558,PMC9780385,Integrated single-cell transcriptome analysis of the tumor ecosystems underlying cervical cancer metastasis,Table_1.xlsx,Table_S1-Unnamed_4,143,40,6.01,9.56e-21,1.11e-17
559,PMC8494216,A single-cell tumor immune atlas for precision oncology,supp_gr.273300.120_Supplemental_Table_S4.xlsx,CD8_cytotoxic-Unnamed_6,143,40,6.01,9.56e-21,1.11e-17
560,PMC9263187,"Dissecting the Single-Cell Transcriptome Network of Immune Environment Underlying Cervical Premalignant Lesion, Cervical Cancer and Metastatic Lymph Nodes",Table_1.xlsx,Table_S1-Unnamed_4,143,40,6.01,9.56e-21,1.11e-17
561,PMC3920905,Large conserved domains of low DNA methylation maintained by Dnmt3a,NIHMS537224-supplement-10.xlsx,Oncomine_Gene_list-Gene_Lists_Tested_in_Oncomine,469,74,3.39,1.01e-20,1.16e-17
562,PMC7076158,Circular RNA-Expression Profiling Reveals a Potential Role of Hsa_circ_0097435 in Heart Failure via Sponging Multiple MicroRNAs,Table_1.XLS,T04_CIRI_Predict-Symbol,2211,196,1.91,1.06e-20,1.23e-17
563,PMC9288051,Super-enhancer profiling identifies novel critical and targetable cancer survival gene LYL1 in pediatric acute myeloid leukemia,13046_2022_2428_MOESM4_ESM.xlsx,Super_enhancers_in_AML2-OVERLAP_GENES,393,67,3.66,1.07e-20,1.23e-17
564,PMC10243159,Screening and identification of the core immune‐related genes and immune cell infiltration in severe burns and sepsis,JCMM-27-1493-s001.xlsx,Sheet1-Gene_symbol_1,1670,162,2.08,1.18e-20,1.36e-17
565,PMC9089784,Single-cell transcriptomics reveals distinct effector profiles of infiltrating T cells in lupus skin and kidney,jciinsight-7-156341-s029.xlsx,SuppTable2-gene,903,109,2.59,1.20e-20,1.37e-17
566,PMC10259667,Single‐cell atlas reveals a distinct immune profile fostered by T cell‐B cell crosstalk in triple negative breast cancer,CAC2-43-661-s001.xlsx,S12-Supplementary_Table_S12_Differentially_expressed_genes_among_Pre-branch_Path_I_and_Path_II,1180,129,2.35,1.26e-20,1.44e-17
567,PMC6113934,Large-Scale Human Dendritic Cell Differentiation Revealing Notch-Dependent Lineage Bifurcation and Heterogeneity,mmc2.xlsx,BubbleMAP_GeneSets-FI_NK_cell,438,71,3.48,1.35e-20,1.55e-17
568,PMC9288051,Super-enhancer profiling identifies novel critical and targetable cancer survival gene LYL1 in pediatric acute myeloid leukemia,13046_2022_2428_MOESM12_ESM.xlsx,Kasumi-1-genes_bound_by_LYL1_at_its_promoter_regions_in_AML_cell_line_Kasumi-1,1876,175,2.00,1.36e-20,1.55e-17
569,PMC9279502,Integration of tumor extrinsic and intrinsic features associates with immunotherapy response in non-small cell lung cancer,41467_2022_31769_MOESM6_ESM.xlsx,Fig_S9A-names,673,91,2.91,1.44e-20,1.64e-17
570,PMC8900158,"Transcriptome Profiling of Porcine Naïve, Intermediate and Terminally Differentiated CD8+ T Cells",Table_1.xlsx,S1_DEGs_ex_vivo_CTL_subsets-Naive_vs_Terminally,1154,127,2.37,1.51e-20,1.72e-17
571,PMC9951304,Combined Single‐Cell and Spatial Transcriptomics Reveal the Metabolic Evolvement of Breast Cancer during Early Dissemination,ADVS-10-2205395-s006.xlsx,maker_gene-Unnamed_7,2384,206,1.86,1.52e-20,1.72e-17
572,PMC9174272,"Single-cell RNA-sequencing of peripheral blood mononuclear cells reveals widespread, context-specific gene expression regulation upon pathogenic exposure",41467_2022_30893_MOESM8_ESM.xlsx,CD4_Naive-Gene_symbol,1584,156,2.12,1.73e-20,1.96e-17
573,PMC8133874,High-dimensional profiling clusters asthma severity by lymphoid and non-lymphoid status,NIHMS1693697-supplement-4.xlsx,Gene_Module_20-ABCB1,418,69,3.55,1.74e-20,1.97e-17
574,PMC9122264,Multimodal profiling of lung granulomas in macaques reveals cellular correlates of tuberculosis control,mmc5.xlsx,Cytotoxic_C1-Gene_ID,365,64,3.77,1.80e-20,2.04e-17
575,PMC8386078,Acute depletion of CTCF rewires genome-wide chromatin accessibility,13059_2021_2466_MOESM7_ESM.xlsx,Phosphoproteome-Unnamed_1,2205,195,1.90,1.83e-20,2.06e-17
576,PMC4333391,Regulation of the transcriptional program by DNA methylation during human αβ T-cell development,supp_gku1340_nar-00947-x-2014-File009.xls,Step_4b-SYMBOL,713,94,2.83,1.85e-20,2.08e-17
577,PMC8497824,T-BET and EOMES Accelerate and Enhance Functional Differentiation of Human Natural Killer Cells,Table_4.xlsx,Stage_4_T-BET_vs_Ctrl-Unnamed_1,1450,147,2.18,1.99e-20,2.24e-17
578,PMC9399107,scRNA-seq of gastric tumor shows complex intercellular interaction with an alternative T cell exhaustion trajectory,41467_2022_32627_MOESM6_ESM.xlsx,NK_NKT_and_γδT_subsets-gene_name_NK_FCGR3A,486,75,3.32,2.07e-20,2.32e-17
579,PMC4284037,Unbiased transcriptomes of resting human CD4+CD45RO+ T lymphocytes,eji0044-1866-SD1.xlsx,vs_6h_at_RT-Gene_Symbol,2408,207,1.85,2.17e-20,2.43e-17
580,PMC9288051,Super-enhancer profiling identifies novel critical and targetable cancer survival gene LYL1 in pediatric acute myeloid leukemia,13046_2022_2428_MOESM5_ESM.xlsx,Super_enhancers_in_T-ALL2-CLOSEST_GENE,248,52,4.51,2.25e-20,2.52e-17
581,PMC8970681,Single-cell RNA sequencing reveals induction of distinct trained-immunity programs in human monocytes,jci-132-147719-s011.xlsx,S2F_Cluster_markers_in_vivo-Unnamed_6,831,103,2.66,2.28e-20,2.55e-17
582,PMC10582072,Single-cell transcriptomic analysis reveals a systemic immune dysregulation in COVID-19-associated pediatric encephalopathy,41392_2023_1641_MOESM5_ESM.xls,Sheet_7-names,911,109,2.57,2.36e-20,2.63e-17
583,PMC10313375,T-BET and EOMES sustain mature human NK cell identity and antitumor function,jci-133-162530-s116.xlsx,S1C_invitrobright_KOvsControl-Table_S1C_Differentially_Expressed_Genes_of_KO_vs_clusters_invitro_CD56bright,454,72,3.41,2.58e-20,2.87e-17
584,PMC8298514,Oncogenic enhancers drive esophageal squamous cell carcinogenesis and metastasis,41467_2021_24813_MOESM14_ESM.xlsx,LNC_vs_Nor-SYMBOL,742,96,2.78,2.63e-20,2.92e-17
585,PMC9719934,Immune response and homeostasis mechanism following administration of BBIBP-CorV SARS-CoV-2 inactivated vaccine,mmc5.xlsx,Naive_CD8T-Table_S3_Different_Expression_Genes_Between_Day0_and_Other_Time_Points_in_T_cell_Subsets_Related_to_Figure_3,488,75,3.30,2.64e-20,2.93e-17
586,PMC3920905,Large conserved domains of low DNA methylation maintained by Dnmt3a,NIHMS537224-supplement-10.xlsx,TCGA_Gene_list-Gene_Lists_Tested_in_TCGA,477,74,3.33,2.76e-20,3.05e-17
587,PMC9719934,Immune response and homeostasis mechanism following administration of BBIBP-CorV SARS-CoV-2 inactivated vaccine,mmc5.xlsx,GZMK_Cyto_T-Table_S3_Different_Expression_Genes_Between_Day0_and_Other_Time_Points_in_T_cell_Subsets_Related_to_Figure_3,558,81,3.12,2.76e-20,3.05e-17
588,PMC9452296,"Non-viral, specifically targeted CAR-T cells achieve high safety and efficacy in B-NHL",41586_2022_5140_MOESM8_ESM.xlsx,IP_vs_D28D29-Differentially_expressed_genes_in_CD8_CAR_T_cells_between_the_infusion_products_IP_and_day_28_29_samples_after_infusion,1249,133,2.29,2.88e-20,3.17e-17
589,PMC4263263,"Fish oil supplementation induces expression of genes related to cell cycle, endoplasmic reticulum stress and apoptosis in peripheral blood mononuclear cells: a transcriptomic approach",joim0276-0498-SD3.xlsx,Ark3-Unnamed_1,1441,146,2.18,2.94e-20,3.24e-17
590,PMC8546983,Systems Biology behind Immunoprotection of Both Sheep and Goats after Sungri/96 PPRV Vaccination,msystems.00820,20-sd001.xls-CD4_OA-Genes,1457,147,2.17,3.14e-20,3.45e-17
591,PMC10582072,Single-cell transcriptomic analysis reveals a systemic immune dysregulation in COVID-19-associated pediatric encephalopathy,41392_2023_1641_MOESM5_ESM.xls,Sheet_3-names,928,110,2.55,3.18e-20,3.49e-17
592,PMC6029029,Global phosphoproteomics of CCR5-tropic HIV-1 signaling reveals reprogramming of cellular protein production pathways and identifies p70-S6K1 and MK2 as HIV-responsive kinases required for optimal infection of CD4+ T cells,12977_2018_423_MOESM1_ESM.xlsx,Table_S8-Unnamed_1,1353,140,2.22,3.20e-20,3.50e-17
593,PMC8862024,"Rheumatoid arthritis, systemic lupus erythematosus and primary Sjögren’s syndrome shared megakaryocyte expansion in peripheral blood",annrheumdis-2021-220066supp013.xlsx,CD8T_5-Gene,205,47,4.93,3.29e-20,3.59e-17
594,PMC10073253,Parallel recovery of chromatin accessibility and gene expression dynamics from frozen human regulatory T cells,41598_2023_32256_MOESM3_ESM.xlsx,ATAC-seq_stim-vs-rest-Unnamed_12,1767,167,2.03,3.66e-20,3.99e-17
595,PMC9013654,Immune features of COVID-19 convalescent individuals revealed by a single-cell RNA sequencing,mmc5.xlsx,16-gene,930,110,2.54,3.75e-20,4.09e-17
596,PMC7076158,Circular RNA-Expression Profiling Reveals a Potential Role of Hsa_circ_0097435 in Heart Failure via Sponging Multiple MicroRNAs,Table_1.XLS,T02_CIRI_Predict-Symbol,1959,179,1.96,3.93e-20,4.27e-17
597,PMC9705541,Low-dose IL-2 reduces IL-21+ T cell frequency and induces anti-inflammatory gene expression in type 1 diabetes,41467_2022_34162_MOESM5_ESM.xlsx,Supplementary_Table_2-Supplementary_Data_2_Targeted_mRNA_protein_AbSeq_and_FACS_immunostaining_panels_used_in_this_study,526,78,3.19,4.00e-20,4.34e-17
598,PMC3266933,The Viral and Cellular MicroRNA Targetome in Lymphoblastoid Cell Lines,ppat.1002484.s011.xls,Table_S7-Unnamed_9,2008,182,1.95,4.07e-20,4.41e-17
599,PMC9174272,"Single-cell RNA-sequencing of peripheral blood mononuclear cells reveals widespread, context-specific gene expression regulation upon pathogenic exposure",41467_2022_30893_MOESM8_ESM.xlsx,CD8_Naive-Gene_symbol,2155,191,1.90,4.14e-20,4.48e-17
600,PMC7823074,Impact of Intermediate Hyperglycemia and Diabetes on Immune Dysfunction in Tuberculosis,ciaa751_suppl_supplementary_table_3.xlsx,Down-reg_in_IH-TB-Ensembl_ID,1880,174,1.99,4.16e-20,4.49e-17
601,PMC9800604,Dissecting CD8+ T cell pathology of severe SARS-CoV-2 infection by single-cell immunoprofiling,Table_4.xlsx,subcluster_4_mild_vs_healthy-CD16_CD8_TEMRA_4_mild_vs_healthy,1168,127,2.34,4.21e-20,4.55e-17
602,PMC9263606,Tumor-Infiltrated CD8+ T Cell 10-Gene Signature Related to Clear Cell Renal Cell Carcinoma Prognosis,DataSheet_2.csv,Supplementary_Fig_2_Detailed_list_of_the_result_from_Cox_regression_analysis_of_the_CD8_T_cell-related_prognostic_genes_ccRCC_vs_papRCC,610,85,2.99,4.32e-20,4.66e-17
603,PMC9681209,Global hypo-methylation in a proportion of glioblastoma enriched for an astrocytic signature is associated with increased invasion and altered immune landscape,elife-77335-supp3.xlsx,CD8_T_GZMK-gene,598,84,3.02,4.37e-20,4.70e-17
604,PMC10156742,Identification of CircRNA signature associated with tumor immune infiltration to predict therapeutic efficacy of immunotherapy,41467_2023_38232_MOESM6_ESM.xlsx,figureS2-b-symbol,2306,200,1.86,4.60e-20,4.94e-17
605,PMC8663782,Human nasal wash RNA-Seq reveals distinct cell-specific innate immune responses in influenza versus SARS-CoV-2,jciinsight-6-152288-s099.xlsx,neut_-_fluA_vs_healthy-Unnamed_20,1756,166,2.03,4.80e-20,5.14e-17
606,PMC10196724,Deciphering the Clinical Significance and Kinase Functions of GSK3α in Colon Cancer by Proteomics and Phosphoproteomics,mmc3.xlsx,7_Phosphoproteome_data_GSK3β-Gene_names,2475,210,1.82,4.82e-20,5.16e-17
607,PMC8862024,"Rheumatoid arthritis, systemic lupus erythematosus and primary Sjögren’s syndrome shared megakaryocyte expansion in peripheral blood",annrheumdis-2021-220066supp013.xlsx,CD8T_5-Gene_name,207,47,4.88,5.04e-20,5.39e-17
608,PMC9764587,Single-cell transcriptomics highlights immunological dysregulations of monocytes in the pathobiology of COPD,12931_2022_2293_MOESM13_ESM.xlsx,AT2_to_AT1-gene,1868,173,1.99,5.17e-20,5.52e-17
609,PMC7216358,Transcriptome profiling of human thymic CD4+ and CD8+ T cells compared to primary peripheral T cells,12864_2020_6755_MOESM2_ESM.xlsx,S7_CD8_TIvsBA-Supplementary_Table_S7,2045,184,1.93,5.20e-20,5.53e-17
610,PMC7371367,Monocyte-derived APCs are central to the response of PD1 checkpoint blockade and provide a therapeutic target for combination therapy,jitc-2020-000588supp004.xlsx,DGE_Monos_Responder_Non_Respond-Unnamed_0,2461,209,1.83,5.55e-20,5.90e-17
611,PMC7821166,Transcriptomic and Network Analysis of Minor Salivary Glands of Patients With Primary Sjögren’s Syndrome,Table_2.xlsx,Upregulated_Genes-Unnamed_0,2478,210,1.82,5.57e-20,5.91e-17
612,PMC3637864,Dynamic regulatory network controlling Th17 cell differentiation,NIHMS442948-supplement-3.xls,Sheet1-Gene,1115,123,2.37,5.60e-20,5.92e-17
613,PMC9834298,Prolyl-tRNA synthetase as a novel therapeutic target in multiple myeloma,41408_2023_787_MOESM6_ESM.xlsx,Exp2_DMSO_HFG_24hr-ensembl_gene,2260,197,1.87,5.60e-20,5.92e-17
614,PMC8632918,A DAP5/eIF3d alternate mRNA translation mechanism promotes differentiation and immune suppression by human regulatory T cells,41467_2021_27087_MOESM7_ESM.xlsx,Sheet1-Supplementary_Data_4_RAD001_TGFbeta_treatment_-_Transcriptome,2161,191,1.90,5.65e-20,5.96e-17
615,PMC10581444,Single-cell RNA sequencing of liver fine-needle aspirates captures immune diversity in the blood and liver in chronic hepatitis B patients,hep-78-1525-s005.xlsx,marker_genes_-_CD4-Supplementary_table_All_marker_genes_for_CD4_T_cell_clusters,1073,120,2.40,5.71e-20,6.02e-17
616,PMC9705541,Low-dose IL-2 reduces IL-21+ T cell frequency and induces anti-inflammatory gene expression in type 1 diabetes,41467_2022_34162_MOESM7_ESM.xlsx,PIP-Unnamed_0,472,73,3.32,6.06e-20,6.37e-17
617,PMC9705541,Low-dose IL-2 reduces IL-21+ T cell frequency and induces anti-inflammatory gene expression in type 1 diabetes,41467_2022_34162_MOESM7_ESM.xlsx,loading_scores-Unnamed_0,472,73,3.32,6.06e-20,6.37e-17
618,PMC5673060,Quantitative phosphoproteomic analysis of acquired cancer drug resistance to pazopanib and dasatinib,mmc3.xlsx,S1_-_Phosphoproteomic_dataset_o-Unnamed_3,2262,197,1.87,6.19e-20,6.50e-17
619,PMC8233196,Functional and genomic adaptations of blood monocytes to pregravid obesity during pregnancy,mmc2.xlsx,Classical_Mo_-_cluster_I-Unnamed_0,2114,188,1.91,6.34e-20,6.64e-17
620,PMC8692249,Single-Cell Transcriptome Analysis Reveals RGS1 as a New Marker and Promoting Factor for T-Cell Exhaustion in Multiple Cancers,DataSheet_3.xlsx,HCC_Tex_DEG-Unnamed_0,530,78,3.16,6.36e-20,6.65e-17
621,PMC8531356,Meta-analysis of COVID-19 single-cell studies confirms eight key immune responses,41598_2021_121_MOESM2_ESM.xlsx,Wilk-Neutrophil,1761,166,2.03,6.40e-20,6.68e-17
622,PMC9063233,Single-cell transcriptomic and chromatin accessibility analyses of dairy cattle peripheral blood mononuclear cells and their responses to lipopolysaccharide,12864_2022_8562_MOESM2_ESM.xlsx,Table_S8-Unnamed_2,1020,116,2.44,7.06e-20,7.36e-17
623,PMC9681209,Global hypo-methylation in a proportion of glioblastoma enriched for an astrocytic signature is associated with increased invasion and altered immune landscape,elife-77335-supp3.xlsx,CD4_T-gene,531,78,3.16,7.13e-20,7.42e-17
624,PMC7216358,Transcriptome profiling of human thymic CD4+ and CD8+ T cells compared to primary peripheral T cells,12864_2020_6755_MOESM2_ESM.xlsx,S11_CD4vsCD8_AdultBlood-Supplementary_Table_S11,603,84,2.99,7.47e-20,7.76e-17
625,PMC4537030,PDL1 expression in inflammatory breast cancer is frequent and predicts for the pathological response to chemotherapy,oncotarget-06-13506-s002.xls,Suppl_Table_1-Unnamed_4,1671,160,2.06,7.99e-20,8.29e-17
626,PMC7368283,LIN28B regulates transcription and potentiates MYCN-induced neuroblastoma through binding to ZNF143 at target gene promotors,pnas.1922692117.sd01.xlsx,Table_S1-Unnamed_17,2469,209,1.82,8.15e-20,8.44e-17
627,PMC8482483,Phosphoproteomics Provides Novel Insights into the Response of Primary Acute Lymphoblastic Leukemia Cells to Microtubule Depolymerization in G1 Phase of the Cell Cycle,ao1c03936_si_001.xlsx,Phosphopeptide_analysis-Unnamed_2,2218,194,1.88,8.28e-20,8.56e-17
628,PMC9951304,Combined Single‐Cell and Spatial Transcriptomics Reveal the Metabolic Evolvement of Breast Cancer during Early Dissemination,ADVS-10-2205395-s006.xlsx,maker_gene-Data_S2_Marker_genes_for_annotation_of_each_cluster,2419,206,1.83,8.44e-20,8.71e-17
629,PMC9013654,Immune features of COVID-19 convalescent individuals revealed by a single-cell RNA sequencing,mmc5.xlsx,38-gene,1193,128,2.31,9.05e-20,9.33e-17
630,PMC8338555,Transcriptional programs of neoantigen-specific TIL in anti-PD-1-treated lung cancers,41586_2021_3752_MOESM3_ESM.xlsx,1_4_MPR_vs_non-MPR_MANA_T_cells-Unnamed_5,654,88,2.89,9.10e-20,9.36e-17
631,PMC7413026,Leveraging Public Single-Cell and Bulk Transcriptomic Datasets to Delineate MAIT Cell Roles and Phenotypic Characteristics in Human Malignancies,Table_1.xlsx,Supplementary_Table_2-Gene,955,111,2.50,9.55e-20,9.81e-17
632,PMC7921413,Identification of leukemic and pre-leukemic stem cells by clonal tracking from single-cell transcriptomics,41467_2021_21650_MOESM5_ESM.xlsx,002_DE-CD34-_Blasts_Calprotectin-AZU1,2405,205,1.83,9.69e-20,9.95e-17
633,PMC9834298,Prolyl-tRNA synthetase as a novel therapeutic target in multiple myeloma,41408_2023_787_MOESM6_ESM.xlsx,Exp2_DMSO_HFG_24hr-HGNC,2271,197,1.86,9.71e-20,9.95e-17
634,PMC7831653,Neurological Manifestations of COVID-19 Feature T Cell Exhaustion and Dedifferentiated Monocytes in Cerebrospinal Fluid,mmc3.xlsx,DE_mono2_vs_mono1_and_mono3-gene,2422,206,1.83,9.75e-20,9.98e-17
