#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
MED21	POLR2C	9606.ENSP00000282892	9606.ENSP00000219252	0	0	0	0	0.105	0.991	0	0.503	0.995
MED21	ZC3H13	9606.ENSP00000282892	9606.ENSP00000242848	0	0	0	0	0	0.994	0	0	0.994
MED21	MED9	9606.ENSP00000282892	9606.ENSP00000268711	0	0	0	0	0.056	0.984	0.800	0.803	0.999
MED21	POLR2E	9606.ENSP00000282892	9606.ENSP00000478303	0	0	0	0	0.050	0.990	0	0	0.990
MED21	POLR2B	9606.ENSP00000282892	9606.ENSP00000370625	0	0	0	0	0.060	0.990	0	0.148	0.991
MED21	MED25	9606.ENSP00000282892	9606.ENSP00000326767	0	0	0	0	0.055	0.956	0.800	0.202	0.992
MED25	ZC3H13	9606.ENSP00000326767	9606.ENSP00000242848	0	0	0	0	0.163	0.994	0	0	0.994
MED25	MED9	9606.ENSP00000326767	9606.ENSP00000268711	0	0	0	0	0.049	0.929	0.800	0.222	0.988
MED9	POLR2C	9606.ENSP00000268711	9606.ENSP00000219252	0	0	0	0	0.060	0.916	0	0.349	0.944
MED9	ZC3H13	9606.ENSP00000268711	9606.ENSP00000242848	0	0	0	0	0	0.994	0	0	0.994
MED9	POLR2E	9606.ENSP00000268711	9606.ENSP00000478303	0	0	0	0	0	0.918	0	0.085	0.922
MED9	POLR2B	9606.ENSP00000268711	9606.ENSP00000370625	0	0	0	0	0.049	0.917	0	0.189	0.930
METTL1	WDR4	9606.ENSP00000314441	9606.ENSP00000381266	0	0	0	0	0.776	0.997	0.900	0.998	0.999
MICB	NCR2	9606.ENSP00000252229	9606.ENSP00000362181	0	0	0	0	0	0	0	0.932	0.932
MRPL1	MRPS10	9606.ENSP00000315017	9606.ENSP00000053468	0.102	0	0	0	0.714	0.911	0	0.381	0.984
MRPL1	MRPS35	9606.ENSP00000315017	9606.ENSP00000081029	0	0	0	0	0.375	0.800	0	0.332	0.909
MRPL1	RPL18A	9606.ENSP00000315017	9606.ENSP00000222247	0.115	0	0	0	0.665	0.783	0	0.300	0.948
MRPL1	MRPS18C	9606.ENSP00000315017	9606.ENSP00000295491	0	0	0	0	0.267	0.853	0	0.542	0.946
MRPL1	MRPL16	9606.ENSP00000315017	9606.ENSP00000300151	0.070	0	0	0	0.559	0.920	0	0.443	0.979
MRPL1	MRPL39	9606.ENSP00000315017	9606.ENSP00000305682	0	0	0	0	0.286	0.971	0	0.534	0.989
MRPL1	MRPL41	9606.ENSP00000315017	9606.ENSP00000360498	0	0	0	0	0.120	0.930	0	0.140	0.943
MRPL1	RPL11	9606.ENSP00000315017	9606.ENSP00000496250	0.115	0	0	0	0.812	0.782	0	0.314	0.971
MRPL1	RPL23	9606.ENSP00000315017	9606.ENSP00000420311	0.115	0	0	0	0.823	0.783	0	0.341	0.974
MRPL1	MRPS14	9606.ENSP00000315017	9606.ENSP00000420714	0.091	0	0	0	0.631	0.897	0	0.531	0.981
MRPL1	MRPL20	9606.ENSP00000315017	9606.ENSP00000341082	0	0	0	0	0.815	0.972	0	0.536	0.997
MRPL1	MRPL36	9606.ENSP00000315017	9606.ENSP00000423399	0.107	0	0	0	0.825	0.955	0	0.645	0.997
MRPL16	MRPS10	9606.ENSP00000300151	9606.ENSP00000053468	0.086	0	0	0	0.602	0.987	0	0.442	0.997
MRPL16	MRPS35	9606.ENSP00000300151	9606.ENSP00000081029	0	0	0	0	0.616	0.989	0	0.166	0.996
MRPL16	MRPS18C	9606.ENSP00000300151	9606.ENSP00000295491	0	0	0	0	0.317	0.953	0	0.533	0.983
MRPL16	RPL11	9606.ENSP00000300151	9606.ENSP00000496250	0.106	0	0	0	0.689	0.621	0	0.419	0.930
MRPL16	MRPL39	9606.ENSP00000300151	9606.ENSP00000305682	0	0	0	0	0.368	0.963	0	0.122	0.978
MRPL16	RPL23	9606.ENSP00000300151	9606.ENSP00000420311	0.106	0	0	0	0.688	0.962	0	0.353	0.992
MRPL16	MRPL20	9606.ENSP00000300151	9606.ENSP00000341082	0	0	0	0	0.671	0.988	0	0.521	0.997
MRPL16	MRPS14	9606.ENSP00000300151	9606.ENSP00000420714	0.070	0	0	0	0.570	0.991	0	0.389	0.997
MRPL16	MRPL36	9606.ENSP00000300151	9606.ENSP00000423399	0.106	0	0	0	0.695	0.991	0	0.427	0.998
MRPL16	MRPL41	9606.ENSP00000300151	9606.ENSP00000360498	0	0	0	0	0.379	0.995	0	0.392	0.998
MRPL20	MRPS10	9606.ENSP00000341082	9606.ENSP00000053468	0	0	0	0	0.842	0.967	0	0.458	0.996
MRPL20	MRPS35	9606.ENSP00000341082	9606.ENSP00000081029	0	0	0	0	0.250	0.950	0	0	0.961
MRPL20	POLR2C	9606.ENSP00000341082	9606.ENSP00000219252	0.042	0	0	0	0.841	0.429	0	0.338	0.935
MRPL20	MRPS18C	9606.ENSP00000341082	9606.ENSP00000295491	0	0	0	0	0.840	0.923	0	0.542	0.993
MRPL20	MRPL39	9606.ENSP00000341082	9606.ENSP00000305682	0.106	0	0	0	0.169	0.960	0	0.468	0.982
MRPL20	MRPS21	9606.ENSP00000341082	9606.ENSP00000461930	0	0	0	0	0.263	0.829	0	0.311	0.905
MRPL20	RPSA	9606.ENSP00000341082	9606.ENSP00000389351	0.104	0	0	0	0.687	0.624	0	0.251	0.910
MRPL20	SRP54	9606.ENSP00000341082	9606.ENSP00000451818	0.086	0	0	0	0.147	0.897	0	0.244	0.931
MRPL20	RPL7L1	9606.ENSP00000341082	9606.ENSP00000418221	0	0	0	0	0.686	0.752	0	0.298	0.940
MRPL20	RPL26	9606.ENSP00000341082	9606.ENSP00000463784	0	0	0	0	0.695	0.813	0	0.358	0.960
MRPL20	RPL10A	9606.ENSP00000341082	9606.ENSP00000363018	0	0	0	0	0.815	0.784	0	0.377	0.973
MRPL20	MRPL41	9606.ENSP00000341082	9606.ENSP00000360498	0	0	0	0	0.322	0.984	0	0.548	0.994
MRPL20	MRPS14	9606.ENSP00000341082	9606.ENSP00000420714	0	0	0	0	0.775	0.974	0	0.510	0.997
MRPL20	RPL23	9606.ENSP00000341082	9606.ENSP00000420311	0	0	0	0	0.964	0.966	0	0.353	0.999
MRPL20	RPL11	9606.ENSP00000341082	9606.ENSP00000496250	0	0	0	0	0.968	0.966	0	0.353	0.999
MRPL20	MRPL36	9606.ENSP00000341082	9606.ENSP00000423399	0	0	0	0	0.963	0.991	0	0.384	0.999
MRPL36	MRPS10	9606.ENSP00000423399	9606.ENSP00000053468	0.120	0	0	0	0.847	0.987	0	0.513	0.999
MRPL36	MRPS35	9606.ENSP00000423399	9606.ENSP00000081029	0	0	0	0	0.236	0.992	0	0.054	0.994
MRPL36	POLR2C	9606.ENSP00000423399	9606.ENSP00000219252	0.120	0	0	0	0.834	0.319	0	0.349	0.926
MRPL36	SEC61A1	9606.ENSP00000423399	9606.ENSP00000243253	0.120	0	0	0	0.832	0.319	0	0.349	0.925
MRPL36	MRPS18C	9606.ENSP00000423399	9606.ENSP00000295491	0	0	0	0	0.342	0.954	0	0.402	0.980
MRPL36	MRPL39	9606.ENSP00000423399	9606.ENSP00000305682	0	0	0	0	0.101	0.844	0	0.356	0.902
MRPL36	MRPL41	9606.ENSP00000423399	9606.ENSP00000360498	0	0	0	0	0.653	0.991	0	0.317	0.997
MRPL36	RPL10A	9606.ENSP00000423399	9606.ENSP00000363018	0.107	0	0	0	0.813	0.786	0	0.295	0.971
MRPL36	RPSA	9606.ENSP00000423399	9606.ENSP00000389351	0	0	0	0	0.644	0.624	0	0.359	0.907
MRPL36	RPL7L1	9606.ENSP00000423399	9606.ENSP00000418221	0.111	0	0	0	0.704	0.752	0	0.281	0.946
MRPL36	RPL23	9606.ENSP00000423399	9606.ENSP00000420311	0.231	0	0	0	0.964	0.966	0	0.353	0.999
MRPL36	MRPS14	9606.ENSP00000423399	9606.ENSP00000420714	0.115	0	0	0	0.820	0.991	0	0.396	0.999
MRPL36	SRP54	9606.ENSP00000423399	9606.ENSP00000451818	0	0	0	0	0.111	0.863	0	0.342	0.912
MRPL36	MRPS21	9606.ENSP00000423399	9606.ENSP00000461930	0	0	0	0	0.249	0.881	0	0.290	0.931
MRPL36	RPL26	9606.ENSP00000423399	9606.ENSP00000463784	0.115	0	0	0	0.812	0.786	0	0.314	0.972
MRPL36	RPL11	9606.ENSP00000423399	9606.ENSP00000496250	0.231	0	0	0	0.964	0.966	0	0.353	0.999
MRPL39	MRPS18C	9606.ENSP00000305682	9606.ENSP00000295491	0	0	0	0	0.453	0.829	0	0.120	0.910
MRPL39	MRPS14	9606.ENSP00000305682	9606.ENSP00000420714	0	0	0	0	0.253	0.887	0	0.172	0.924
MRPL39	MRPL41	9606.ENSP00000305682	9606.ENSP00000360498	0	0	0	0	0.159	0.961	0	0.291	0.975
MRPL41	MRPS10	9606.ENSP00000360498	9606.ENSP00000053468	0	0	0	0	0.224	0.987	0	0.069	0.990
MRPL41	MRPS35	9606.ENSP00000360498	9606.ENSP00000081029	0	0	0	0	0.295	0.990	0	0	0.993
MRPL41	MRPS18C	9606.ENSP00000360498	9606.ENSP00000295491	0	0	0	0	0.350	0.954	0	0.185	0.973
MRPL41	MRPS21	9606.ENSP00000360498	9606.ENSP00000461930	0	0	0	0	0.293	0.829	0	0.426	0.925
MRPL41	RPL23	9606.ENSP00000360498	9606.ENSP00000420311	0	0	0	0	0.102	0.937	0	0	0.941
MRPL41	MRPS14	9606.ENSP00000360498	9606.ENSP00000420714	0	0	0	0	0.370	0.990	0	0.224	0.995
MRPS10	RPL7L1	9606.ENSP00000053468	9606.ENSP00000418221	0.095	0	0	0	0.635	0.595	0	0.367	0.904
MRPS10	RPL26	9606.ENSP00000053468	9606.ENSP00000463784	0.102	0	0	0	0.667	0.633	0	0.240	0.905
MRPS10	MTIF3	9606.ENSP00000053468	9606.ENSP00000370508	0	0	0	0	0.180	0.809	0.500	0	0.915
MRPS10	RPS27L	9606.ENSP00000053468	9606.ENSP00000331019	0	0	0	0	0.626	0.748	0	0.204	0.918
MRPS10	POLR2C	9606.ENSP00000053468	9606.ENSP00000219252	0.111	0	0	0	0.714	0.742	0	0.281	0.946
MRPS10	RPL18A	9606.ENSP00000053468	9606.ENSP00000222247	0	0	0	0	0.824	0.840	0	0.135	0.973
MRPS10	RPL23	9606.ENSP00000053468	9606.ENSP00000420311	0.120	0	0	0	0.833	0.840	0	0.349	0.982
MRPS10	RPL11	9606.ENSP00000053468	9606.ENSP00000496250	0.120	0	0	0	0.839	0.871	0	0.349	0.986
MRPS10	MRPS21	9606.ENSP00000053468	9606.ENSP00000461930	0	0	0	0	0.258	0.887	0.900	0.290	0.993
MRPS10	MRPS18C	9606.ENSP00000053468	9606.ENSP00000295491	0	0	0	0	0.427	0.971	0.900	0.342	0.998
MRPS10	MRPS35	9606.ENSP00000053468	9606.ENSP00000081029	0	0	0	0	0.520	0.994	0.800	0.282	0.999
MRPS10	MRPS14	9606.ENSP00000053468	9606.ENSP00000420714	0.102	0	0	0	0.792	0.997	0.900	0.604	0.999
MRPS14	MRPS35	9606.ENSP00000420714	9606.ENSP00000081029	0	0	0	0	0.514	0.992	0.800	0.115	0.999
MRPS14	MRPS18C	9606.ENSP00000420714	9606.ENSP00000295491	0	0	0	0	0.518	0.969	0.900	0.640	0.999
MRPS14	MTIF3	9606.ENSP00000420714	9606.ENSP00000370508	0	0	0	0	0.133	0.809	0.500	0.073	0.913
MRPS14	RPL23	9606.ENSP00000420714	9606.ENSP00000420311	0.115	0	0	0	0.808	0.955	0	0.353	0.994
MRPS14	RPL11	9606.ENSP00000420714	9606.ENSP00000496250	0.115	0	0	0	0.817	0.786	0	0.314	0.973
MRPS14	MRPS21	9606.ENSP00000420714	9606.ENSP00000461930	0	0	0	0	0.379	0.887	0.900	0.230	0.993
MRPS18C	MRPS35	9606.ENSP00000295491	9606.ENSP00000081029	0	0	0	0	0.263	0.971	0.720	0.182	0.994
MRPS18C	MTIF3	9606.ENSP00000295491	9606.ENSP00000370508	0	0	0	0	0.142	0.811	0.500	0	0.911
MRPS18C	MRPS21	9606.ENSP00000295491	9606.ENSP00000461930	0	0	0	0	0.251	0.968	0.900	0.107	0.997
MRPS21	MRPS35	9606.ENSP00000461930	9606.ENSP00000081029	0	0	0	0	0.214	0.887	0.800	0	0.980
MRPS21	MTIF3	9606.ENSP00000461930	9606.ENSP00000370508	0	0	0	0	0.108	0.811	0.500	0.167	0.920
MRPS35	MTIF3	9606.ENSP00000081029	9606.ENSP00000370508	0	0	0	0	0.142	0.809	0.500	0.202	0.926
MRPS35	RPL23	9606.ENSP00000081029	9606.ENSP00000420311	0	0	0	0	0.131	0.935	0	0.164	0.948
NCF4	RAC2	9606.ENSP00000380334	9606.ENSP00000249071	0	0	0	0	0.313	0.183	0.800	0.997	0.999
NCF4	PRKCD	9606.ENSP00000380334	9606.ENSP00000331602	0	0	0	0	0.190	0.060	0.900	0.208	0.931
NCOR2	NR1D1	9606.ENSP00000384018	9606.ENSP00000246672	0	0	0	0	0.072	0.606	0.500	0.708	0.939
NCOR2	PPARD	9606.ENSP00000384018	9606.ENSP00000310928	0	0	0	0	0.139	0.549	0.500	0.633	0.919
NCOR2	RBPJ	9606.ENSP00000384018	9606.ENSP00000345206	0	0	0	0	0.044	0.705	0.900	0.959	0.998
NCOR2	SPEN	9606.ENSP00000384018	9606.ENSP00000364912	0	0	0	0	0.142	0.622	0	0.930	0.975
NDUFA4	NDUFC1	9606.ENSP00000339720	9606.ENSP00000441126	0	0	0	0	0.423	0	0.944	0.503	0.982
NFATC1	PPP3CB	9606.ENSP00000389377	9606.ENSP00000378306	0	0	0	0	0	0	0.900	0.480	0.945
NFKB1	TNFAIP3	9606.ENSP00000226574	9606.ENSP00000481570	0	0	0	0	0.285	0.297	0	0.832	0.908
NFKB1	NOTCH1	9606.ENSP00000226574	9606.ENSP00000498587	0	0	0	0.550	0.083	0.647	0	0.809	0.932
NFKB1	RAC2	9606.ENSP00000226574	9606.ENSP00000249071	0	0	0	0	0.145	0.102	0.900	0.295	0.938
NFKB1	TLR5	9606.ENSP00000226574	9606.ENSP00000496355	0	0	0	0	0.075	0.093	0.900	0.765	0.977
NFKB1	NFKBIZ	9606.ENSP00000226574	9606.ENSP00000325663	0	0	0	0.568	0.172	0.364	0.900	0.805	0.988
NFKB1	NFKBIB	9606.ENSP00000226574	9606.ENSP00000312988	0	0	0	0.650	0.067	0.858	0.900	0.872	0.998
NFKBIB	RBX1	9606.ENSP00000312988	9606.ENSP00000216225	0	0	0	0	0	0.090	0.900	0.148	0.915
NFKBIB	UBE2D4	9606.ENSP00000312988	9606.ENSP00000222402	0	0	0	0	0.042	0.080	0.900	0.071	0.907
NFRKB	YY1	9606.ENSP00000436926	9606.ENSP00000262238	0	0	0	0	0.049	0.760	0.900	0.313	0.982
NLE1	RPF2	9606.ENSP00000413572	9606.ENSP00000402338	0	0	0	0	0.701	0.792	0	0.376	0.957
NOTCH1	SMAD3	9606.ENSP00000498587	9606.ENSP00000332973	0	0	0	0	0.060	0.293	0	0.942	0.958
NOTCH1	RBPJ	9606.ENSP00000498587	9606.ENSP00000345206	0	0	0	0	0.062	0.993	0.900	0.999	0.999
NPHP4	RPGRIP1	9606.ENSP00000367398	9606.ENSP00000382895	0	0	0	0	0.048	0.687	0	0.991	0.997
NUDT16L1	TP53BP1	9606.ENSP00000306670	9606.ENSP00000371475	0	0	0	0	0.047	0.979	0	0.528	0.990
NUP210	NUP98	9606.ENSP00000254508	9606.ENSP00000316032	0	0	0	0	0.067	0.814	0.500	0.755	0.976
NUP210	RANBP2	9606.ENSP00000254508	9606.ENSP00000283195	0	0	0	0	0.202	0.800	0.800	0.836	0.994
NUP98	RANBP2	9606.ENSP00000316032	9606.ENSP00000283195	0	0	0	0	0.279	0.965	0.900	0.974	0.999
OXA1L	SEC61A1	9606.ENSP00000285848	9606.ENSP00000243253	0	0	0	0	0.135	0.487	0.585	0.564	0.909
PAK1IP1	RPF2	9606.ENSP00000368887	9606.ENSP00000402338	0	0	0	0	0.887	0.154	0	0.740	0.973
PARVA	PXN	9606.ENSP00000334008	9606.ENSP00000267257	0	0	0	0	0.062	0.977	0.900	0.995	0.999
PARVA	RSU1	9606.ENSP00000334008	9606.ENSP00000367154	0	0	0	0	0.047	0.846	0	0.927	0.988
PC	PKM	9606.ENSP00000498994	9606.ENSP00000320171	0	0	0	0	0.111	0.132	0.900	0.625	0.967
PCBP1	SMAD3	9606.ENSP00000305556	9606.ENSP00000332973	0	0	0	0	0.047	0	0	0.928	0.928
PCYT2	PISD	9606.ENSP00000442050	9606.ENSP00000391739	0	0	0	0	0.049	0.100	0	0.984	0.985
PER1	RBX1	9606.ENSP00000314420	9606.ENSP00000216225	0	0	0	0	0	0	0.900	0.164	0.912
PEX11B	PEX5	9606.ENSP00000358312	9606.ENSP00000391601	0	0	0	0	0.079	0.091	0	0.926	0.932
PEX11B	PEX12	9606.ENSP00000358312	9606.ENSP00000482609	0	0	0	0	0.116	0.298	0.500	0.828	0.939
PEX12	PEX5	9606.ENSP00000482609	9606.ENSP00000391601	0	0	0	0	0.256	0.877	0.500	0.968	0.998
PIAS4	SUMO4	9606.ENSP00000262971	9606.ENSP00000318635	0	0	0	0	0	0.412	0.900	0.578	0.973
PIK3R6	SRC	9606.ENSP00000480157	9606.ENSP00000362680	0	0	0	0	0	0	0.900	0.095	0.905
PISD	PTDSS2	9606.ENSP00000391739	9606.ENSP00000308258	0	0	0	0	0.043	0	0.934	0.791	0.985
PLA2G15	PLB1	9606.ENSP00000219345	9606.ENSP00000330442	0	0	0	0	0	0	0.900	0.328	0.929
PLA2G15	PNPLA6	9606.ENSP00000219345	9606.ENSP00000407509	0	0	0	0	0.082	0	0.900	0.450	0.945
PLB1	PNPLA6	9606.ENSP00000330442	9606.ENSP00000407509	0	0	0	0	0.055	0	0.900	0.526	0.951
PLCG2	RAC2	9606.ENSP00000482457	9606.ENSP00000249071	0	0	0	0	0.151	0.900	0	0.648	0.967
PLCG2	PRKCD	9606.ENSP00000482457	9606.ENSP00000331602	0	0	0	0	0.082	0	0.900	0.402	0.940
PLCG2	SRC	9606.ENSP00000482457	9606.ENSP00000362680	0	0	0	0	0.049	0.045	0.800	0.883	0.975
PLCG2	PPP3CB	9606.ENSP00000482457	9606.ENSP00000378306	0	0	0	0	0.080	0.070	0.900	0.118	0.914
PLCG2	VAV1	9606.ENSP00000482457	9606.ENSP00000472929	0	0	0	0.553	0.222	0.312	0.900	0.982	0.998
POLD1	SWSAP1	9606.ENSP00000472445	9606.ENSP00000310008	0	0	0	0	0.049	0	0.900	0	0.900
POLR1E	RPF2	9606.ENSP00000367029	9606.ENSP00000402338	0	0	0	0	0.894	0.095	0	0	0.900
POLR1E	POLR2E	9606.ENSP00000367029	9606.ENSP00000478303	0	0	0	0	0.444	0.994	0.800	0.409	0.999
POLR2B	RBX1	9606.ENSP00000370625	9606.ENSP00000216225	0	0	0	0	0.056	0.818	0.500	0.404	0.942
POLR2B	POLR2C	9606.ENSP00000370625	9606.ENSP00000219252	0.102	0	0	0	0.675	0.999	0.900	0.998	0.999
POLR2B	ZC3H13	9606.ENSP00000370625	9606.ENSP00000242848	0	0	0	0	0.092	0.994	0	0.049	0.994
POLR2B	TAF5	9606.ENSP00000370625	9606.ENSP00000358854	0	0	0	0	0.122	0.800	0.500	0.307	0.931
POLR2B	SETD2	9606.ENSP00000370625	9606.ENSP00000386759	0	0	0	0	0.148	0.827	0	0.490	0.918
POLR2B	RPL11	9606.ENSP00000370625	9606.ENSP00000496250	0.115	0	0	0	0.813	0.401	0	0.315	0.923
POLR2B	RPL23	9606.ENSP00000370625	9606.ENSP00000420311	0.115	0	0	0	0.813	0.401	0	0.352	0.927
POLR2B	POLR2E	9606.ENSP00000370625	9606.ENSP00000478303	0.115	0	0	0	0.375	0.999	0.900	0.990	0.999
POLR2B	SUPT5H	9606.ENSP00000370625	9606.ENSP00000470252	0	0	0	0	0.207	0.997	0.500	0.870	0.999
POLR2C	RBX1	9606.ENSP00000219252	9606.ENSP00000216225	0	0	0	0	0.162	0.800	0.500	0.044	0.909
POLR2C	SETD2	9606.ENSP00000219252	9606.ENSP00000386759	0	0	0	0	0.069	0.788	0	0.704	0.936
POLR2C	TAF5	9606.ENSP00000219252	9606.ENSP00000358854	0	0	0	0	0.088	0.805	0.500	0.386	0.938
POLR2C	RPL23	9606.ENSP00000219252	9606.ENSP00000420311	0.120	0	0	0	0.833	0.429	0	0.407	0.943
POLR2C	RPL11	9606.ENSP00000219252	9606.ENSP00000496250	0.120	0	0	0	0.833	0.486	0	0.349	0.944
POLR2C	POLR2E	9606.ENSP00000219252	9606.ENSP00000478303	0.055	0	0	0	0.460	0.999	0.900	0.983	0.999
POLR2C	SUPT5H	9606.ENSP00000219252	9606.ENSP00000470252	0	0	0	0	0.082	0.997	0.500	0.667	0.999
POLR2E	RBX1	9606.ENSP00000478303	9606.ENSP00000216225	0	0	0	0	0.165	0.800	0.500	0	0.909
POLR2E	POLR3E	9606.ENSP00000478303	9606.ENSP00000299853	0	0	0	0	0.128	0.998	0.540	0.592	0.999
POLR2E	TAF5	9606.ENSP00000478303	9606.ENSP00000358854	0	0	0	0	0.120	0.800	0.500	0.269	0.927
POLR2E	POLR3F	9606.ENSP00000478303	9606.ENSP00000366828	0	0	0	0	0.234	0.998	0.540	0.599	0.999
POLR2E	SUPT5H	9606.ENSP00000478303	9606.ENSP00000470252	0	0	0	0	0.054	0.995	0.500	0.574	0.998
POLR3E	POLR3F	9606.ENSP00000299853	9606.ENSP00000366828	0	0	0	0	0.150	0.997	0.900	0.873	0.999
PPAT	PRPS1	9606.ENSP00000264220	9606.ENSP00000361512	0.089	0	0	0	0.105	0.199	0.910	0.648	0.975
PPIE	RBM22	9606.ENSP00000361918	9606.ENSP00000199814	0	0	0	0	0.074	0.960	0.900	0.241	0.996
PPIE	PRPF38A	9606.ENSP00000361918	9606.ENSP00000257181	0	0	0	0	0.096	0.800	0.400	0.214	0.903
PPIE	SNRPG	9606.ENSP00000361918	9606.ENSP00000393388	0	0	0	0	0.067	0.893	0.900	0.081	0.989
PPP1R11	PPP1R7	9606.ENSP00000365963	9606.ENSP00000234038	0	0	0	0	0.074	0.931	0	0.716	0.980
PPP2R5C	PPP3CB	9606.ENSP00000412324	9606.ENSP00000378306	0	0	0	0	0.101	0.301	0.900	0.144	0.939
PPP3CB	RCAN3	9606.ENSP00000378306	9606.ENSP00000363516	0	0	0	0	0	0.900	0	0.692	0.968
PRKAB2	RPTOR	9606.ENSP00000254101	9606.ENSP00000307272	0	0	0	0	0.049	0	0.900	0.358	0.933
PRKCD	RAC2	9606.ENSP00000331602	9606.ENSP00000249071	0	0	0	0	0.169	0.216	0.900	0.271	0.946
PRKCD	SRC	9606.ENSP00000331602	9606.ENSP00000362680	0	0	0.120	0.570	0.123	0.325	0.900	0.727	0.983
PRPF38A	RBM22	9606.ENSP00000257181	9606.ENSP00000199814	0	0	0	0	0.234	0.800	0.400	0.386	0.936
PRPF38A	SNRPG	9606.ENSP00000257181	9606.ENSP00000393388	0	0	0	0	0.131	0.800	0.900	0.370	0.987
PRPF38A	WBP4	9606.ENSP00000257181	9606.ENSP00000368801	0	0	0	0	0.124	0.800	0.900	0.741	0.994
PRPS1	PRPSAP2	9606.ENSP00000361512	9606.ENSP00000268835	0	0	0.078	0.924	0.126	0.889	0.716	0.442	0.983
PSMA4	PSMF1	9606.ENSP00000044462	9606.ENSP00000338039	0	0	0	0	0.085	0.755	0.900	0.308	0.982
PSMA4	PSME1	9606.ENSP00000044462	9606.ENSP00000372155	0	0	0	0	0.208	0.976	0	0.627	0.992
PSMA4	PSMB8	9606.ENSP00000044462	9606.ENSP00000364016	0	0	0	0	0.411	0.999	0.720	0.526	0.999
PSMA4	PSMD2	9606.ENSP00000044462	9606.ENSP00000310129	0	0	0	0	0.533	0.995	0	0.693	0.999
PSMA4	PSMB7	9606.ENSP00000044462	9606.ENSP00000259457	0	0	0	0	0.660	0.999	0.900	0.744	0.999
PSMA4	PSMC4	9606.ENSP00000044462	9606.ENSP00000157812	0.057	0	0	0	0.716	0.993	0	0.643	0.999
PSMB7	PSMC4	9606.ENSP00000259457	9606.ENSP00000157812	0.057	0	0	0	0.436	0.990	0	0.703	0.998
PSMB7	PSME1	9606.ENSP00000259457	9606.ENSP00000372155	0	0	0	0	0.125	0.971	0	0.561	0.988
PSMB7	PSMF1	9606.ENSP00000259457	9606.ENSP00000338039	0	0	0	0	0.090	0.806	0.900	0.501	0.990
PSMB7	PSMB8	9606.ENSP00000259457	9606.ENSP00000364016	0	0	0	0.658	0.495	0.998	0.720	0.635	0.999
PSMB7	PSMD2	9606.ENSP00000259457	9606.ENSP00000310129	0	0	0	0	0.365	0.989	0.800	0.689	0.999
PSMB8	PSMC4	9606.ENSP00000364016	9606.ENSP00000157812	0.057	0	0	0	0.549	0.937	0	0.590	0.987
PSMB8	PSMD2	9606.ENSP00000364016	9606.ENSP00000310129	0	0	0	0	0.145	0.863	0	0.485	0.934
PSMB8	PSME1	9606.ENSP00000364016	9606.ENSP00000372155	0	0	0	0	0.523	0.615	0	0.927	0.985
PSMC4	PSMD5	9606.ENSP00000157812	9606.ENSP00000210313	0	0	0	0	0.108	0.994	0.720	0.626	0.999
PSMC4	PSMD2	9606.ENSP00000157812	9606.ENSP00000310129	0	0	0	0	0.637	0.999	0.720	0.852	0.999
PSMD2	PSMD5	9606.ENSP00000310129	9606.ENSP00000210313	0	0	0	0	0.103	0.994	0.720	0.793	0.999
PSME1	PSME3	9606.ENSP00000372155	9606.ENSP00000293362	0	0	0.104	0.866	0.048	0.095	0.900	0.618	0.965
PXN	RHOA	9606.ENSP00000267257	9606.ENSP00000400175	0	0	0	0	0.088	0.126	0.500	0.924	0.965
PXN	SRC	9606.ENSP00000267257	9606.ENSP00000362680	0	0	0	0	0.069	0.523	0.900	0.998	0.999
RAB35	TBC1D10A	9606.ENSP00000229340	9606.ENSP00000384996	0	0	0	0	0.130	0.075	0.400	0.986	0.992
RAB3A	STXBP1	9606.ENSP00000222256	9606.ENSP00000362399	0	0	0	0	0.204	0	0.500	0.800	0.913
RAC2	RALA	9606.ENSP00000249071	9606.ENSP00000005257	0	0	0	0.732	0.172	0.144	0.900	0.164	0.932
RAC2	RALGDS	9606.ENSP00000249071	9606.ENSP00000361120	0	0	0	0	0.055	0.132	0.900	0.261	0.931
RAC2	RHOA	9606.ENSP00000249071	9606.ENSP00000400175	0	0	0.062	0.945	0.159	0.295	0.900	0.091	0.940
RAC2	SRC	9606.ENSP00000249071	9606.ENSP00000362680	0	0	0	0	0.133	0.110	0.900	0.496	0.955
RAC2	TIAM1	9606.ENSP00000249071	9606.ENSP00000286827	0	0	0	0	0.042	0.148	0.900	0.520	0.955
RAC2	VAV1	9606.ENSP00000249071	9606.ENSP00000472929	0	0	0	0	0.314	0.171	0.900	0.649	0.977
RACGAP1	RHOA	9606.ENSP00000404190	9606.ENSP00000400175	0	0	0	0	0.052	0.806	0.400	0.836	0.979
RALA	RHOA	9606.ENSP00000005257	9606.ENSP00000400175	0	0	0	0.752	0.071	0.212	0.900	0.165	0.930
RALA	RALGDS	9606.ENSP00000005257	9606.ENSP00000361120	0	0	0	0	0.060	0.302	0.900	0.988	0.999
RALGDS	RHOA	9606.ENSP00000361120	9606.ENSP00000400175	0	0	0	0	0	0.132	0.900	0.592	0.961
RANBP2	SUMO4	9606.ENSP00000283195	9606.ENSP00000318635	0	0	0	0	0.067	0.323	0.900	0.611	0.972
