"Name","ID","Chr","Loc","Type"
"OR4D9","390199","11","11q12.1","protein-coding"
"MIR3162","100422880","11","11q12.1","ncRNA"
"OSBP","5007","11","11q12.1","protein-coding"
"PATL1","219988","11","11q12.1","protein-coding"
"OR10V1","390201","11","11q12.1","protein-coding"
"MRPL16","54948","11","11q12.1","protein-coding"
"TCN1","6947","11","11q12.1","protein-coding"
"OOSP2","219990","11","11q12.1","protein-coding"
"MS4A3","932","11","11q12.1","protein-coding"
"MS4A2","2206","11","11q12.1","protein-coding"
"MS4A6A","64231","11","11q12.2","protein-coding"
"MIR6503","102465250","11","11q12.2","ncRNA"
"MS4A4A","51338","11","11q12.2","protein-coding"
"MS4A6E","245802","11","11q12.2","protein-coding"
"MS4A7","58475","11","11q12.2","protein-coding"
"MS4A14","84689","11","11q12.2","protein-coding"
"MS4A5","64232","11","11q12.2","protein-coding"
"MS4A1","931","11","11q12.2","protein-coding"
"MS4A12","54860","11","11q12.2","protein-coding"
"MS4A13","503497","11","11q12.2","protein-coding"
"LINC00301","283197","11","11q12.2","ncRNA"
"MS4A8","83661","11","11q12.2","protein-coding"
"MS4A18","728588","11","11q12.2","protein-coding"
"MS4A15","219995","11","11q12.2","protein-coding"
"MS4A10","341116","11","11q12.2","protein-coding"
"CCDC86","79080","11","11q12.2","protein-coding"
"PTGDR2","11251","11","11q12.2","protein-coding"
"ZP1","22917","11","11q12.2","protein-coding"
"PRPF19","27339","11","11q12.2","protein-coding"
"TMEM109","79073","11","11q12.2","protein-coding"
"TMEM132A","54972","11","11q12.2","protein-coding"
"SLC15A3","51296","11","11q12.2","protein-coding"
"CD6","923","11","11q12.2","protein-coding"
"CD5","921","11","11q12.2","protein-coding"
"VPS37C","55048","11","11q12.2","protein-coding"
"PGA3","643834","11","11q12.2","protein-coding"
"PGA5","5222","11","11q12.2","protein-coding"
"VWCE","220001","11","11q12.2","protein-coding"
"TKFC","26007","11","11q12.2","protein-coding"
"DDB1","1642","11","11q12.2","protein-coding"
"TMEM138","51524","11","11q12.2","protein-coding"
"CYB561A3","220002","11","11q12.2","protein-coding"
"TMEM216","51259","11","11q12.2","protein-coding"
"SDHAF2","54949","11","11q12.2","protein-coding"
"CPSF7","79869","11","11q12.2","protein-coding"
"PPP1R32","220004","11","11q12.2","protein-coding"
"MIR4488","100616470","11","11q12.2","ncRNA"
"LRRC10B","390205","11","11q12.2","protein-coding"
"SYT7","9066","11","11q12.2","protein-coding"
"LOC101927495","101927495","11","11q12.2","ncRNA"
"DAGLA","747","11","11q12.2","protein-coding"
"MYRF","745","11","11q12.2","protein-coding"
"MYRF-AS1","26070","11","11q12.2","ncRNA"
"MIR611","693196","11","11q12.2","ncRNA"
"FEN1","2237","11","11q12.2","protein-coding"
"TMEM258","746","11","11q12.2","protein-coding"
"MIR1908","100302263","11","11q12.2","ncRNA"
"FADS2","9415","11","11q12.2","protein-coding"
"FADS1","3992","11","11q12.2","protein-coding"
"MIR6746","102465446","11","11q12.2","ncRNA"
"FADS3","3995","11","11q12.2","protein-coding"
"RAB3IL1","5866","11","11q12.2-q12.3","protein-coding"
"BEST1","7439","11","11q12.3","protein-coding"
"FTH1","2495","11","11q12.3","protein-coding"
"INCENP","3619","11","11q12.3","protein-coding"
"SCGB1D1","10648","11","11q12.3","protein-coding"
"SCGB2A1","4246","11","11q12.3","protein-coding"
"SCGB1D2","10647","11","11q12.3","protein-coding"
"SCGB1D4","404552","11","11q12.3","protein-coding"
"ASRGL1","80150","11","11q12.3","protein-coding"
"SCGB1A1","7356","11","11q12.3","protein-coding"
"AHNAK","79026","11","11q12.3","protein-coding"
"MIR6747","102465447","11","11q12.3","ncRNA"
"EEF1G","1937","11","11q12.3","protein-coding"
"TUT1","64852","11","11q12.3","protein-coding"
"MTA2","9219","11","11q12.3","protein-coding"
"ROM1","6094","11","11q12.3","protein-coding"
"EML3","256364","11","11q12.3","protein-coding"
"B3GAT3","26229","11","11q12.3","protein-coding"
"GANAB","23193","11","11q12.3","protein-coding"
"INTS5","80789","11","11q12.3","protein-coding"
"C11orf98","102288414","11","11q12.3","protein-coding"
"SNORA57","692158","11","11q12.3","snoRNA"
"UQCC3","790955","11","11q12.3","protein-coding"
"LBHD1","79081","11","11q12.3","protein-coding"
"UBXN1","51035","11","11q12.3","protein-coding"
"LRRN4CL","221091","11","11q12.3","protein-coding"
"GNG3","2785","11","11q12.3","protein-coding"
"BSCL2","26580","11","11q12.3","protein-coding"
"HNRNPUL2","221092","11","11q12.3","protein-coding"
"HNRNPUL2-BSCL2","100534595","11","11q12.3","ncRNA"
"TTC9C","283237","11","11q12.3","protein-coding"
"ZBTB3","79842","11","11q12.3","protein-coding"
"POLR2G","5436","11","11q12.3","protein-coding"
"TAF6L","10629","11","11q12.3","protein-coding"
"TMEM179B","374395","11","11q12.3","protein-coding"
"MIR6748","102465448","11","11q12.3","ncRNA"
"TMEM223","79064","11","11q12.3","protein-coding"
"MIR6514","102465257","11","11q12.3","ncRNA"
"NXF1","10482","11","11q12.3","protein-coding"
"STX5","6811","11","11q12.3","protein-coding"
"STX5-DT","105369332","11","11q12.3","ncRNA"
"WDR74","54663","11","11q12.3","protein-coding"
"SNORD22","9304","11","11q12.3","snoRNA"
"SNORD30","9299","11","11q12.3","snoRNA"
"SNORD28","9300","11","11q12.3","snoRNA"
"SNORD27","9301","11","11q12.3","snoRNA"
"SNORD26","9302","11","11q12.3","snoRNA"
"SNHG1","23642","11","11q12.3","ncRNA"
"SLC3A2","6520","11","11q12.3","protein-coding"
"CHRM1","1128","11","11q12.3","protein-coding"
"SLC22A6","9356","11","11q12.3","protein-coding"
"SLC22A8","9376","11","11q12.3","protein-coding"
"SLC22A10","387775","11","11q12.3","protein-coding"
"SLC22A24","283238","11","11q12.3","protein-coding"
"SLC22A25","387601","11","11q12.3","protein-coding"
"SLC22A9","114571","11","11q12.3","protein-coding"
"PLAAT5","117245","11","11q12.3","protein-coding"
"LGALS12","85329","11","11q12.3","protein-coding"
"PLAAT4","5920","11","11q12.3","protein-coding"
"PLAAT2","54979","11","11q12.3","protein-coding"
"PLAAT3","11145","11","11q12.3-q13.1","protein-coding"
"ATL3","25923","11","11q13.1","protein-coding"
"RTN3","10313","11","11q13.1","protein-coding"
"ZFTA","65998","11","11q13.1","protein-coding"
"SPINDOC","144097","11","11q13.1","protein-coding"
"MARK2","2011","11","11q13.1","protein-coding"
"RCOR2","283248","11","11q13.1","protein-coding"
"NAA40","79829","11","11q13.1","protein-coding"
"COX8A","1351","11","11q13.1","protein-coding"
"OTUB1","55611","11","11q13.1","protein-coding"
"FLRT1","23769","11","11q13.1","protein-coding"
"MACROD1","28992","11","11q13.1","protein-coding"
"STIP1","10963","11","11q13.1","protein-coding"
"FERMT3","83706","11","11q13.1","protein-coding"
"NUDT22","84304","11","11q13.1","protein-coding"
"TRPT1","83707","11","11q13.1","protein-coding"
"DNAJC4","3338","11","11q13.1","protein-coding"
"VEGFB","7423","11","11q13.1","protein-coding"
"FKBP2","2286","11","11q13.1","protein-coding"
"PPP1R14B-AS1","105369340","11","11q13.1","ncRNA"
"PPP1R14B","26472","11","11q13.1","protein-coding"
"PLCB3","5331","11","11q13.1","protein-coding"
"GPR137","56834","11","11q13.1","protein-coding"
"BAD","572","11","11q13.1","protein-coding"
"KCNK4","50801","11","11q13.1","protein-coding"
"KCNK4-CATSPERZ","106780802","11","11q13.1","ncRNA"
"CATSPERZ","25858","11","11q13.1","protein-coding"
"ESRRA","2101","11","11q13.1","protein-coding"
"TRMT112","51504","11","11q13.1","protein-coding"
"PRDX5","25824","11","11q13.1","protein-coding"
"CCDC88B","283234","11","11q13.1","protein-coding"
"MIR7155","102466815","11","11q13.1","ncRNA"
"RPS6KA4","8986","11","11q13.1","protein-coding"
"MIR1237","100302280","11","11q13.1","ncRNA"
"LINC02724","100996455","11","11q13.1","ncRNA"
"SLC22A11","55867","11","11q13.1","protein-coding"
"SLC22A12","116085","11","11q13.1","protein-coding"
"NRXN2","9379","11","11q13.1","protein-coding"
"RASGRP2","10235","11","11q13.1","protein-coding"
"PYGM","5837","11","11q13.1","protein-coding"
"SF1","7536","11","11q13.1","protein-coding"
"MAP4K2","5871","11","11q13.1","protein-coding"
"MEN1","4221","11","11q13.1","protein-coding"
"CDC42BPG","55561","11","11q13.1","protein-coding"
"EHD1","10938","11","11q13.1","protein-coding"
"MIR192","406967","11","11q13.1","ncRNA"
"MIR194-2","406970","11","11q13.1","ncRNA"
"MIR194-2HG","105369343","11","11q13.1","ncRNA"
"MIR6750","102466192","11","11q13.1","ncRNA"
"MIR6749","102466727","11","11q13.1","ncRNA"
"ATG2A","23130","11","11q13.1","protein-coding"
"PPP2R5B","5526","11","11q13.1","protein-coding"
"GPHA2","170589","11","11q13.1","protein-coding"
"MAJIN","283129","11","11q13.1","protein-coding"
"BATF2","116071","11","11q13.1","protein-coding"
"ARL2","402","11","11q13.1","protein-coding"
"ARL2-SNX15","100528018","11","11q13.1","ncRNA"
"SNX15","29907","11","11q13.1","protein-coding"
"SAC3D1","29901","11","11q13.1","protein-coding"
"NAALADL1","10004","11","11q13.1","protein-coding"
"CDCA5","113130","11","11q13.1","protein-coding"
"ZFPL1","7542","11","11q13.1","protein-coding"
"TMEM262","100130348","11","11q13.1","protein-coding"
"TM7SF2","7108","11","11q13.1","protein-coding"
"ZNHIT2","741","11","11q13.1","protein-coding"
"MRPL49","740","11","11q13.1","protein-coding"
"FAU","2197","11","11q13.1","protein-coding"
"MIR6751","102465449","11","11q13.1","ncRNA"
"SYVN1","84447","11","11q13.1","protein-coding"
"SPDYC","387778","11","11q13.1","protein-coding"
"CAPN1","823","11","11q13.1","protein-coding"
"POLA2","23649","11","11q13.1","protein-coding"
"CDC42EP2","10435","11","11q13.1","protein-coding"
"DPF2","5977","11","11q13.1","protein-coding"
"TIGD3","220359","11","11q13.1","protein-coding"
"SLC25A45","283130","11","11q13.1","protein-coding"
"FRMD8","83786","11","11q13.1","protein-coding"
"NEAT1","283131","11","11q13.1","ncRNA"
"MIR612","693197","11","11q13.1","ncRNA"
"MALAT1","378938","11","11q13.1","ncRNA"
"SCYL1","57410","11","11q13.1","protein-coding"
"LTBP3","4054","11","11q13.1","protein-coding"
"ZNRD2-DT","254100","11","11q13.1","ncRNA"
"FAM89B","23625","11","11q13.1","protein-coding"
"EHBP1L1","254102","11","11q13.1","protein-coding"
"SIPA1","6494","11","11q13.1","protein-coding"
"KCNK7","10089","11","11q13.1","protein-coding"
"MAP3K11","4296","11","11q13.1","protein-coding"
"PCNX3","399909","11","11q13.1","protein-coding"
"MIR4690","100616292","11","11q13.1","ncRNA"
"MIR4489","100616284","11","11q13.1","ncRNA"
"RELA","5970","11","11q13.1","protein-coding"
"KAT5","10524","11","11q13.1","protein-coding"
"RNASEH2C","84153","11","11q13.1","protein-coding"
"AP5B1","91056","11","11q13.1","protein-coding"
"OVOL1","5017","11","11q13.1","protein-coding"
"OVOL1-AS1","101927828","11","11q13.1","ncRNA"
"SNX32","254122","11","11q13.1","protein-coding"
"MUS81","80198","11","11q13.1","protein-coding"
"CFL1","1072","11","11q13.1","protein-coding"
"EFEMP2","30008","11","11q13.1","protein-coding"
"CTSW","1521","11","11q13.1","protein-coding"
"FIBP","9158","11","11q13.1","protein-coding"
"CCDC85B","11007","11","11q13.1","protein-coding"
"FOSL1","8061","11","11q13.1","protein-coding"
"C11orf68","83638","11","11q13.1","protein-coding"
"DRAP1","10589","11","11q13.1","protein-coding"
"TSGA10IP","254187","11","11q13.1","protein-coding"
"SART1","9092","11","11q13.1","protein-coding"
"BANF1","8815","11","11q13.1","protein-coding"
"EIF1AD","84285","11","11q13.1","protein-coding"
"CST6","1474","11","11q13.1","protein-coding"
"CATSPER1","117144","11","11q13.1","protein-coding"
"GAL3ST3","89792","11","11q13.1","protein-coding"
"SF3B2","10992","11","11q13.1","protein-coding"
"PACS1","55690","11","11q13.1-q13.2","protein-coding"
"KLC2","64837","11","11q13.2","protein-coding"
"RAB1B","81876","11","11q13.2","protein-coding"
"CNIH2","254263","11","11q13.2","protein-coding"
"YIF1A","10897","11","11q13.2","protein-coding"
"TMEM151A","256472","11","11q13.2","protein-coding"
"CD248","57124","11","11q13.2","protein-coding"
"RIN1","9610","11","11q13.2","protein-coding"
"BRMS1","25855","11","11q13.2","protein-coding"
"B4GAT1","11041","11","11q13.2","protein-coding"
"SLC29A2","3177","11","11q13.2","protein-coding"
"NPAS4","266743","11","11q13.2","protein-coding"
"PELI3","246330","11","11q13.2","protein-coding"
"MRPL11","65003","11","11q13.2","protein-coding"
"DPP3","10072","11","11q13.2","protein-coding"
"DPP3-DT","101928069","11","11q13.2","ncRNA"
"BBS1","582","11","11q13.2","protein-coding"
"ZDHHC24","254359","11","11q13.2","protein-coding"
"ACTN3","89","11","11q13.2","protein-coding"
"CTSF","8722","11","11q13.2","protein-coding"
"CCS","9973","11","11q13.2","protein-coding"
"CCDC87","55231","11","11q13.2","protein-coding"
"RBM14","10432","11","11q13.2","protein-coding"
"RBM14-RBM4","100526737","11","11q13.2","protein-coding"
"RBM4","5936","11","11q13.2","protein-coding"
"RBM4B","83759","11","11q13.2","protein-coding"
"SPTBN2","6712","11","11q13.2","protein-coding"
"C11orf80","79703","11","11q13.2","protein-coding"
"RCE1","9986","11","11q13.2","protein-coding"
"LRFN4","78999","11","11q13.2","protein-coding"
"MIR3163","100423029","11","11q13.2","ncRNA"
"PC","5091","11","11q13.2","protein-coding"
"C11orf86","254439","11","11q13.2","protein-coding"
"SYT12","91683","11","11q13.2","protein-coding"
"RHOD","29984","11","11q13.2","protein-coding"
"KDM2A","22992","11","11q13.2","protein-coding"
"GRK2","156","11","11q13.2","protein-coding"
"ANKRD13D","338692","11","11q13.2","protein-coding"
"SSH3","54961","11","11q13.2","protein-coding"
"LOC100130987","100130987","11","11q13.2","ncRNA"
"POLD4","57804","11","11q13.2","protein-coding"
"CLCF1","23529","11","11q13.2","protein-coding"
"RAD9A","5883","11","11q13.2","protein-coding"
"TBC1D10C","374403","11","11q13.2","protein-coding"
"CARNS1","57571","11","11q13.2","protein-coding"
"PPP1CA","5499","11","11q13.2","protein-coding"
"RPS6KB2","6199","11","11q13.2","protein-coding"
"PTPRCAP","5790","11","11q13.2","protein-coding"
"CORO1B","57175","11","11q13.2","protein-coding"
"CABP4","57010","11","11q13.2","protein-coding"
"GPR152","390212","11","11q13.2","protein-coding"
"TMEM134","80194","11","11q13.2","protein-coding"
"AIP","9049","11","11q13.2","protein-coding"
"MIR6752","102465450","11","11q13.2","ncRNA"
"PITPNM1","9600","11","11q13.2","protein-coding"
"CDK2AP2","10263","11","11q13.2","protein-coding"
"CABP2","51475","11","11q13.2","protein-coding"
"GSTP1","2950","11","11q13.2","protein-coding"
"NDUFV1-DT","100505621","11","11q13.2","ncRNA"
"NDUFV1","4723","11","11q13.2","protein-coding"
"NUDT8","254552","11","11q13.2","protein-coding"
"TBX10","347853","11","11q13.2","protein-coding"
"ACY3","91703","11","11q13.2","protein-coding"
"ALDH3B2","222","11","11q13.2","protein-coding"
"UNC93B1","81622","11","11q13.2","protein-coding"
"ALDH3B1","221","11","11q13.2","protein-coding"
"NDUFS8","4728","11","11q13.2","protein-coding"
"TCIRG1","10312","11","11q13.2","protein-coding"
"MIR6753","102465451","11","11q13.2","ncRNA"
"CHKA","1119","11","11q13.2","protein-coding"
"KMT5B","51111","11","11q13.2","protein-coding"
"C11orf24","53838","11","11q13.2","protein-coding"
"LRP5","4041","11","11q13.2","protein-coding"
"PPP6R3","55291","11","11q13.2","protein-coding"
"GAL","51083","11","11q13.2","protein-coding"
"TESMIN","9633","11","11q13.3","protein-coding"
"CPT1A","1374","11","11q13.3","protein-coding"
"MRPL21","219927","11","11q13.3","protein-coding"
"IGHMBP2","3508","11","11q13.3","protein-coding"
"MRGPRD","116512","11","11q13.3","protein-coding"
"MRGPRF-AS1","101928200","11","11q13.3","ncRNA"
"MRGPRF","116535","11","11q13.3","protein-coding"
"TPCN2","219931","11","11q13.3","protein-coding"
"MIR3164","100422846","11","11q13.3","ncRNA"
"LOC338694","338694","11","11q13.3","ncRNA"
"MYEOV","26579","11","11q13.3","protein-coding"
"LINC02953","102724265","11","11q13.3","ncRNA"
"CCND1","595","11","11q13.3","protein-coding"
"LTO1","220064","11","11q13.3","protein-coding"
"FGF19","9965","11","11q13.3","protein-coding"
"FGF4","2249","11","11q13.3","protein-coding"
"FGF3","2248","11","11q13.3","protein-coding"
"LINC02753","101928443","11","11q13.3","ncRNA"
"ANO1","55107","11","11q13.3","protein-coding"
"FADD","8772","11","11q13.3","protein-coding"
"PPFIA1","8500","11","11q13.3","protein-coding"
"MIR548K","100313770","11","11q13.3","ncRNA"
"CTTN","2017","11","11q13.3","protein-coding"
"SHANK2-AS1","100874198","11","11q13.4","ncRNA"
"SHANK2-AS3","220070","11","11q13.4","ncRNA"
"MIR3664","100500844","11","11q13.4","ncRNA"
"SHANK2","22941","11","11q13.3-q13.4","protein-coding"
"DHCR7","1717","11","11q13.4","protein-coding"
"NADSYN1","55191","11","11q13.4","protein-coding"
"MIR6754","102466728","11","11q13.4","ncRNA"
"KRTAP5-7","440050","11","11q13.4","protein-coding"
"KRTAP5-9","3846","11","11q13.4","protein-coding"
"KRTAP5-10","387273","11","11q13.4","protein-coding"
"KRTAP5-11","440051","11","11q13.4","protein-coding"
"FAM86C1P","55199","11","11q13.4","unknown"
"ALG1L9P","285407","11","11q13.4","pseudo"
"DEFB108B","245911","11","11q13.4","protein-coding"
"DEFB131B","100129216","11","11q13.4","protein-coding"
"XNDC1N","100133315","11","11q13.4","protein-coding"
"RNF121","55298","11","11q13.4","protein-coding"
"IL18BP","10068","11","11q13.4","protein-coding"
"LOC100128494","100128494","11","11q13.4","ncRNA"
"MIR3165","100422953","11","11q13.4","ncRNA"
"LRTOMT","220074","11","11q13.4","protein-coding"
"NUMA1","4926","11","11q13.4","protein-coding"
"LAMTOR1","55004","11","11q13.4","protein-coding"
"ANAPC15","25906","11","11q13.4","protein-coding"
"FOLR3","2352","11","11q13.4","protein-coding"
"FOLR1","2348","11","11q13.4","protein-coding"
"FOLR2","2350","11","11q13.4","protein-coding"
"INPPL1","3636","11","11q13.4","protein-coding"
"PHOX2A","401","11","11q13.4","protein-coding"
"CLPB","81570","11","11q13.4","protein-coding"
"LINC01537","101928555","11","11q13.4","ncRNA"
"MIR139","406931","11","11q13.4","ncRNA"
"PDE2A","5138","11","11q13.4","protein-coding"
"MIR4692","100616410","11","11q13.4","ncRNA"
"ARAP1","116985","11","11q13.4","protein-coding"
"STARD10","10809","11","11q13.4","protein-coding"
"ATG16L2","89849","11","11q13.4","protein-coding"
"FCHSD2","9873","11","11q13.4","protein-coding"
"P2RY2","5029","11","11q13.4","protein-coding"
"P2RY6","5031","11","11q13.4","protein-coding"
"ARHGEF17","9828","11","11q13.4","protein-coding"
"RELT","84957","11","11q13.4","protein-coding"
"FAM168A","23201","11","11q13.4","protein-coding"
"PLEKHB1","58473","11","11q13.4","protein-coding"
"RAB6A","5870","11","11q13.4","protein-coding"
"MRPL48","51642","11","11q13.4","protein-coding"
"PAAF1","80227","11","11q13.4","protein-coding"
"COA4","51287","11","11q13.4","protein-coding"
"DNAJB13","374407","11","11q13.4","protein-coding"
"UCP2","7351","11","11q13.4","protein-coding"
"UCP3","7352","11","11q13.4","protein-coding"
"PPME1","51400","11","11q13.4","protein-coding"
"C2CD3","26005","11","11q13.4","protein-coding"
"P4HA3-AS1","101928580","11","11q13.4","ncRNA"
"P4HA3","283208","11","11q13.4","protein-coding"
"PGM2L1","283209","11","11q13.4","protein-coding"
"MIR548AL","100616215","11","11q13.4","ncRNA"
"KCNE3","10008","11","11q13.4","protein-coding"
"LIPT2-AS1","100287896","11","11q13.4","ncRNA"
"LIPT2","387787","11","11q13.4","protein-coding"
"POLD3","10714","11","11q13.4","protein-coding"
"MIR4696","100616402","11","11q13.4","ncRNA"
"CHRDL2","25884","11","11q13.4","protein-coding"
"RNF169","254225","11","11q13.4","protein-coding"
"XRRA1","143570","11","11q13.4","protein-coding"
"SPCS2","9789","11","11q13.4","protein-coding"
"NEU3","10825","11","11q13.4","protein-coding"
"OR2AT4","341152","11","11q13.4","protein-coding"
"SLCO2B1","11309","11","11q13.4","protein-coding"
"TPBGL","100507050","11","11q13.4","protein-coding"
"MIR326","442900","11","11q13.4","ncRNA"
"ARRB1","408","11","11q13.4","protein-coding"
"RPS3","6188","11","11q13.4","protein-coding"
"SNORD15A","6079","11","11q13.4","snoRNA"
"SNORD15B","114599","11","11q13.4","snoRNA"
"KLHL35","283212","11","11q13.4","protein-coding"
"GDPD5","81544","11","11q13.4-q13.5","protein-coding"
"SERPINH1","871","11","11q13.5","protein-coding"
"MAP6","4135","11","11q13.5","protein-coding"
"MOGAT2","80168","11","11q13.5","protein-coding"
"DGAT2","84649","11","11q13.5","protein-coding"
"DGAT2-DT","283214","11","11q13.5","ncRNA"
"UVRAG","7405","11","11q13.5","protein-coding"
"WNT11","7481","11","11q13.5","protein-coding"
"THAP12","5612","11","11q13.5","protein-coding"
"GVQW3","100506127","11","11q13.5","protein-coding"
"EMSY","56946","11","11q13.5","protein-coding"
"LRRC32","2615","11","11q13.5","protein-coding"
"TSKU","25987","11","11q13.5","protein-coding"
"TSKU-AS1","101928837","11","11q13.5","ncRNA"
"ACER3","55331","11","11q13.5","protein-coding"
"B3GNT6","192134","11","11q13.5","protein-coding"
"CAPN5","726","11","11q13.5","protein-coding"
"OMP","4975","11","11q13.5","protein-coding"
"MYO7A","4647","11","11q13.5","protein-coding"
"GDPD4","220032","11","11q13.5","protein-coding"
"PAK1","5058","11","11q13.5-q14.1","protein-coding"
"AQP11","282679","11","11q14.1","protein-coding"
"CLNS1A","1207","11","11q14.1","protein-coding"
"RSF1","51773","11","11q14.1","protein-coding"
"AAMDC","28971","11","11q14.1","protein-coding"
"INTS4","92105","11","11q14.1","protein-coding"
"KCTD14","65987","11","11q14.1","protein-coding"
"THRSP","7069","11","11q14.1","protein-coding"
"NDUFC2-KCTD14","100532726","11","11q14.1","protein-coding"
"NDUFC2","4718","11","11q14.1","protein-coding"
"ALG8","79053","11","11q14.1","protein-coding"
"KCTD21-AS1","100289388","11","11q14.1","ncRNA"
"USP35","57558","11","11q14.1","protein-coding"
"KCTD21","283219","11","11q14.1","protein-coding"
"GAB2","9846","11","11q14.1","protein-coding"
"LINC02728","101928865","11","11q14.1","ncRNA"
"LOC101928896","101928896","11","11q14.1","ncRNA"
"NARS2","79731","11","11q14.1","protein-coding"
"MIR708","100126333","11","11q14.1","ncRNA"
"TENM4","26011","11","11q14.1","protein-coding"
"LINC02720","101928944","11","11q14.1","ncRNA"
"MIR4300","100422823","11","11q14.1","ncRNA"
"MIR4300HG","101928989","11","11q14.1","ncRNA"
"FAM181B","220382","11","11q14.1","protein-coding"
"DDIAS","220042","11","11q14.1","protein-coding"
"PRCP","5547","11","11q14.1","protein-coding"
"SNORA70E","100379250","11","11q14.1","snoRNA"
"RAB30","27314","11","11q14.1","protein-coding"
"RAB30-DT","100506233","11","11q14.1","ncRNA"
"PCF11","51585","11","11q14.1","protein-coding"
"PCF11-AS1","106736475","11","11q14.1","ncRNA"
"ANKRD42","338699","11","11q14.1","protein-coding"
"CCDC90B","60492","11","11q14.1","protein-coding"
"DLG2","1740","11","11q14.1","protein-coding"
"TMEM126B","55863","11","11q14.1","protein-coding"
"TMEM126A","84233","11","11q14.1","protein-coding"
"CREBZF","58487","11","11q14.1","protein-coding"
"CCDC89","220388","11","11q14.1","protein-coding"
"SYTL2","54843","11","11q14.1","protein-coding"
"CCDC83","220047","11","11q14.1-q14.2","protein-coding"
"PICALM","8301","11","11q14.2","protein-coding"
"EED","8726","11","11q14.2","protein-coding"
"MIR6755","102465452","11","11q14.2","ncRNA"
"HIKESHI","51501","11","11q14.2","protein-coding"
"CCDC81","60494","11","11q14.2","protein-coding"
"ME3","10873","11","11q14.2","protein-coding"
"PRSS23","11098","11","11q14.2","protein-coding"
"FZD4","8322","11","11q14.2","protein-coding"
"FZD4-DT","100506368","11","11q14.2","ncRNA"
"TMEM135","65084","11","11q14.2","protein-coding"
"LINC02711","105369423","11","11q14.2","ncRNA"
"RAB38","23682","11","11q14.2","protein-coding"
"MIR3166","100423040","11","11q14.2","ncRNA"
"CTSC","1075","11","11q14.2","protein-coding"
"GRM5-AS1","100873989","11","11q14.2","ncRNA"
"GRM5","2915","11","11q14.2-q14.3","protein-coding"
"TYR","7299","11","11q14.3","protein-coding"
"NOX4","50507","11","11q14.3","protein-coding"
"TRIM77","390231","11","11q14.3","protein-coding"
"UBTFL1","642623","11","11q14.3","protein-coding"
"NAALAD2","10003","11","11q14.3","protein-coding"
"CHORDC1","26973","11","11q14.3","protein-coding"
"DISC1FP1","101929222","11","11q14.3","ncRNA"
"MIR4490","100616186","11","11q14.3","ncRNA"
"MIR1261","100302228","11","11q14.3","ncRNA"
"FAT3","120114","11","11q14.3","protein-coding"
"LINC02746","105369431","11","11q14.3","ncRNA"
"MTNR1B","4544","11","11q14.3","protein-coding"
"SLC36A4","120103","11","11q21","protein-coding"
"DEUP1","159989","11","11q21","protein-coding"
"SMCO4","56935","11","11q21","protein-coding"
"CEP295","85459","11","11q21","protein-coding"
"SCARNA9","619383","11","11q21","ncRNA"
"SNORA25","684959","11","11q21","snoRNA"
"SNORA40","677822","11","11q21","snoRNA"
"C11orf54","28970","11","11q21","protein-coding"
"MED17","9440","11","11q21","protein-coding"
"TAF1D","79101","11","11q21","protein-coding"
"VSTM5","387804","11","11q21","protein-coding"
"HEPHL1","341208","11","11q21","protein-coding"
"PANX1","24145","11","11q21","protein-coding"
"IZUMO1R","390243","11","11q21","protein-coding"
"GPR83","10888","11","11q21","protein-coding"
"MIR548L","100302275","11","11q21","ncRNA"
"ANKRD49","54851","11","11q21","protein-coding"
"MRE11","4361","11","11q21","protein-coding"
"C11orf97","643037","11","11q21","protein-coding"
"FUT4","2526","11","11q21","protein-coding"
"PIWIL4","143689","11","11q21","protein-coding"
"AMOTL1","154810","11","11q21","protein-coding"
"PIWIL4-AS1","105369438","11","11q21","ncRNA"
"CWC15","51503","11","11q21","protein-coding"
"KDM4D","55693","11","11q21","protein-coding"
"KDM4E","390245","11","11q21","protein-coding"
"SRSF8","10929","11","11q21","protein-coding"
"ENDOD1","23052","11","11q21","protein-coding"
"LNCRNA-IUR","101929295","11","11q21","ncRNA"
"LOC100129203","100129203","11","11q21","ncRNA"
"SESN3","143686","11","11q21","protein-coding"
"CEP57","9702","11","11q21","protein-coding"
"FAM76B","143684","11","11q21","protein-coding"
"MTMR2","8898","11","11q21","protein-coding"
"MIR1260B","100422991","11","11q21","ncRNA"
"MAML2","84441","11","11q21","protein-coding"
"CCDC82","79780","11","11q21","protein-coding"
"JRKL","8690","11","11q21","protein-coding"
"JRKL-AS1","100874053","11","11q21","ncRNA"
"LINC02737","105369443","11","11q21","ncRNA"
"CNTN5","53942","11","11q22.1","protein-coding"
"ARHGAP42","143872","11","11q22.1","protein-coding"
"ARHGAP42-AS1","100128386","11","11q22.1","ncRNA"
"NULL","83935","NULL","NULL","NULL"
"PGR-AS1","101054525","11","11q22.1","ncRNA"
"PGR","5241","11","11q22.1","protein-coding"
"MIR3920","100500823","11","11q22.1","ncRNA"
"TRPC6","7225","11","11q22.1","protein-coding"
"CEP126","57562","11","11q22.1","protein-coding"
"ANGPTL5","253935","11","11q22.1","protein-coding"
"CFAP300","85016","11","11q22.1","protein-coding"
"YAP1","10413","11","11q22.1","protein-coding"
"BIRC3","330","11","11q22.2","protein-coding"
"BIRC2","329","11","11q22.2","protein-coding"
"TMEM123-DT","101928424","11","11q22.2","ncRNA"
